Datum,Energietraeger,Produktion_GWh
2015-04-21,Flusskraft,45.6
2015-04-21,Kernkraft,70.4
2015-04-21,Photovoltaik,5.8
2015-04-21,Speicherkraft,38.6
2015-04-21,Thermische,10.1
2015-04-21,Wind,0.2
2015-04-22,Flusskraft,47.0
2015-04-22,Kernkraft,70.3
2015-04-22,Photovoltaik,5.6
2015-04-22,Speicherkraft,38.0
2015-04-22,Thermische,10.1
2015-04-22,Wind,0.1
2015-04-23,Flusskraft,50.0
2015-04-23,Kernkraft,70.4
2015-04-23,Photovoltaik,5.3
2015-04-23,Speicherkraft,38.8
2015-04-23,Thermische,10.1
2015-04-23,Wind,0.1
2015-04-24,Flusskraft,51.0
2015-04-24,Kernkraft,70.4
2015-04-24,Photovoltaik,5.6
2015-04-24,Speicherkraft,44.5
2015-04-24,Thermische,10.1
2015-04-24,Wind,0.1
2015-04-25,Flusskraft,51.9
2015-04-25,Kernkraft,70.4
2015-04-25,Photovoltaik,2.2
2015-04-25,Speicherkraft,26.4
2015-04-25,Thermische,10.1
2015-04-25,Wind,0.2
2015-04-26,Flusskraft,55.1
2015-04-26,Kernkraft,70.3
2015-04-26,Photovoltaik,3.4
2015-04-26,Speicherkraft,22.7
2015-04-26,Thermische,10.1
2015-04-26,Wind,0.1
2015-04-27,Flusskraft,67.1
2015-04-27,Kernkraft,70.3
2015-04-27,Photovoltaik,2.6
2015-04-27,Speicherkraft,41.3
2015-04-27,Thermische,10.1
2015-04-27,Wind,0.1
2015-04-28,Flusskraft,66.6
2015-04-28,Kernkraft,70.3
2015-04-28,Photovoltaik,2.1
2015-04-28,Speicherkraft,48.0
2015-04-28,Thermische,10.1
2015-04-28,Wind,0.2
2015-04-29,Flusskraft,54.7
2015-04-29,Kernkraft,70.3
2015-04-29,Photovoltaik,4.1
2015-04-29,Speicherkraft,62.5
2015-04-29,Thermische,10.1
2015-04-29,Wind,0.1
2015-04-30,Flusskraft,58.2
2015-04-30,Kernkraft,70.1
2015-04-30,Photovoltaik,4.2
2015-04-30,Speicherkraft,56.7
2015-04-30,Thermische,10.1
2015-04-30,Wind,0.2
2016-06-15,Flusskraft,73.1
2016-06-15,Kernkraft,45.9
2016-06-15,Photovoltaik,5.1
2016-06-15,Speicherkraft,83.5
2016-06-15,Thermische,9.5
2016-06-15,Wind,0.1
2016-06-16,Flusskraft,87.3
2016-06-16,Kernkraft,45.6
2016-06-16,Photovoltaik,2.9
2016-06-16,Speicherkraft,75.6
2016-06-16,Thermische,9.5
2016-06-16,Wind,0.1
2016-06-17,Flusskraft,96.7
2016-06-17,Kernkraft,45.8
2016-06-17,Photovoltaik,5.3
2016-06-17,Speicherkraft,55.5
2016-06-17,Thermische,9.5
2016-06-17,Wind,0.2
2016-06-18,Flusskraft,82.3
2016-06-18,Kernkraft,45.7
2016-06-18,Photovoltaik,4.8
2016-06-18,Speicherkraft,50.3
2016-06-18,Thermische,9.5
2016-06-18,Wind,0.1
2016-06-19,Flusskraft,72.0
2016-06-19,Kernkraft,45.6
2016-06-19,Photovoltaik,4.1
2016-06-19,Speicherkraft,51.0
2016-06-19,Thermische,9.5
2016-06-19,Wind,0.2
2016-06-20,Flusskraft,65.9
2016-06-20,Kernkraft,45.4
2016-06-20,Photovoltaik,5.3
2016-06-20,Speicherkraft,73.1
2016-06-20,Thermische,9.5
2016-06-20,Wind,0.1
2016-06-21,Flusskraft,66.9
2016-06-21,Kernkraft,45.5
2016-06-21,Photovoltaik,2.7
2016-06-21,Speicherkraft,82.6
2016-06-21,Thermische,9.5
2016-06-21,Wind,0.1
2016-06-22,Flusskraft,71.9
2016-06-22,Kernkraft,45.1
2016-06-22,Photovoltaik,7.6
2016-06-22,Speicherkraft,85.3
2016-06-22,Thermische,9.5
2016-06-22,Wind,0.1
2016-06-23,Flusskraft,76.8
2016-06-23,Kernkraft,43.8
2016-06-23,Photovoltaik,7.3
2016-06-23,Speicherkraft,84.6
2016-06-23,Thermische,9.5
2016-06-23,Wind,0.1
2016-06-24,Flusskraft,77.3
2016-06-24,Kernkraft,43.2
2016-06-24,Photovoltaik,6.6
2016-06-24,Speicherkraft,95.5
2016-06-24,Thermische,9.5
2016-06-24,Wind,0.1
2016-06-25,Flusskraft,79.6
2016-06-25,Kernkraft,44.5
2016-06-25,Photovoltaik,3.8
2016-06-25,Speicherkraft,64.8
2016-06-25,Thermische,9.5
2016-06-25,Wind,0.1
2016-06-26,Flusskraft,78.7
2016-06-26,Kernkraft,47.0
2016-06-26,Photovoltaik,3.7
2016-06-26,Speicherkraft,49.6
2016-06-26,Thermische,9.5
2016-06-26,Wind,0.1
2016-06-27,Flusskraft,73.0
2016-06-27,Kernkraft,60.7
2016-06-27,Photovoltaik,6.5
2016-06-27,Speicherkraft,76.3
2016-06-27,Thermische,9.5
2016-06-27,Wind,0.1
2016-06-28,Flusskraft,70.7
2016-06-28,Kernkraft,63.6
2016-06-28,Photovoltaik,6.8
2016-06-28,Speicherkraft,83.4
2016-06-28,Thermische,9.5
2016-06-28,Wind,0.1
2016-06-29,Flusskraft,70.7
2016-06-29,Kernkraft,64.1
2016-06-29,Photovoltaik,5.1
2016-06-29,Speicherkraft,70.4
2016-06-29,Thermische,9.5
2016-06-29,Wind,0.1
2016-06-30,Flusskraft,75.0
2016-06-30,Kernkraft,65.3
2016-06-30,Photovoltaik,3.6
2016-06-30,Speicherkraft,79.9
2016-06-30,Thermische,9.5
2016-06-30,Wind,0.1
2016-07-01,Flusskraft,86.1
2016-07-01,Kernkraft,66.1
2016-07-01,Photovoltaik,6.0
2016-07-01,Speicherkraft,61.3
2016-07-01,Thermische,10.0
2016-07-01,Wind,0.1
2016-07-02,Flusskraft,87.0
2016-07-02,Kernkraft,66.9
2016-07-02,Photovoltaik,2.5
2016-07-02,Speicherkraft,45.0
2016-07-02,Thermische,10.0
2016-07-02,Wind,0.2
2016-07-03,Flusskraft,81.8
2016-07-03,Kernkraft,67.5
2016-07-03,Photovoltaik,5.7
2016-07-03,Speicherkraft,36.6
2016-07-03,Thermische,10.0
2016-07-03,Wind,0.1
2016-07-04,Flusskraft,80.3
2016-07-04,Kernkraft,68.5
2016-07-04,Photovoltaik,6.2
2016-07-04,Speicherkraft,75.3
2016-07-04,Thermische,10.0
2016-07-04,Wind,0.1
2016-07-05,Flusskraft,77.3
2016-07-05,Kernkraft,68.0
2016-07-05,Photovoltaik,5.0
2016-07-05,Speicherkraft,60.5
2016-07-05,Thermische,10.0
2016-07-05,Wind,0.1
2016-07-06,Flusskraft,76.1
2016-07-06,Kernkraft,68.1
2016-07-06,Photovoltaik,5.9
2016-07-06,Speicherkraft,65.1
2016-07-06,Thermische,10.0
2016-07-06,Wind,0.1
2016-07-07,Flusskraft,74.2
2016-07-07,Kernkraft,68.1
2016-07-07,Photovoltaik,7.7
2016-07-07,Speicherkraft,66.6
2016-07-07,Thermische,10.0
2016-07-07,Wind,0.1
2016-07-08,Flusskraft,72.5
2016-07-08,Kernkraft,67.6
2016-07-08,Photovoltaik,6.2
2016-07-08,Speicherkraft,61.9
2016-07-08,Thermische,10.0
2016-07-08,Wind,0.1
2016-07-09,Flusskraft,70.6
2016-07-09,Kernkraft,67.5
2016-07-09,Photovoltaik,6.2
2016-07-09,Speicherkraft,43.0
2016-07-09,Thermische,10.0
2016-07-09,Wind,0.1
2016-07-10,Flusskraft,72.7
2016-07-10,Kernkraft,66.8
2016-07-10,Photovoltaik,6.7
2016-07-10,Speicherkraft,34.4
2016-07-10,Thermische,10.0
2016-07-10,Wind,0.1
2016-07-11,Flusskraft,84.7
2016-07-11,Kernkraft,66.6
2016-07-11,Photovoltaik,4.7
2016-07-11,Speicherkraft,60.2
2016-07-11,Thermische,10.0
2016-07-11,Wind,0.1
2016-07-12,Flusskraft,97.9
2016-07-12,Kernkraft,67.4
2016-07-12,Photovoltaik,1.8
2016-07-12,Speicherkraft,63.4
2016-07-12,Thermische,10.0
2016-07-12,Wind,0.1
2016-07-13,Flusskraft,98.3
2016-07-13,Kernkraft,67.8
2016-07-13,Photovoltaik,3.3
2016-07-13,Speicherkraft,53.5
2016-07-13,Thermische,10.0
2016-07-13,Wind,0.3
2016-07-14,Flusskraft,90.3
2016-07-14,Kernkraft,68.0
2016-07-14,Photovoltaik,4.7
2016-07-14,Speicherkraft,36.8
2016-07-14,Thermische,10.0
2016-07-14,Wind,0.2
2016-07-15,Flusskraft,77.3
2016-07-15,Kernkraft,68.0
2016-07-15,Photovoltaik,5.6
2016-07-15,Speicherkraft,57.5
2016-07-15,Thermische,10.0
2016-07-15,Wind,0.2
2016-07-16,Flusskraft,68.8
2016-07-16,Kernkraft,67.6
2016-07-16,Photovoltaik,8.1
2016-07-16,Speicherkraft,42.7
2016-07-16,Thermische,10.0
2016-07-16,Wind,0.3
2016-07-17,Flusskraft,63.5
2016-07-17,Kernkraft,67.0
2016-07-17,Photovoltaik,8.0
2016-07-17,Speicherkraft,34.6
2016-07-17,Thermische,10.0
2016-07-17,Wind,0.2
2016-07-18,Flusskraft,66.7
2016-07-18,Kernkraft,66.3
2016-07-18,Photovoltaik,7.6
2016-07-18,Speicherkraft,76.5
2016-07-18,Thermische,10.0
2016-07-18,Wind,0.1
2016-07-19,Flusskraft,68.7
2016-07-19,Kernkraft,65.6
2016-07-19,Photovoltaik,7.7
2016-07-19,Speicherkraft,79.8
2016-07-19,Thermische,10.0
2016-07-19,Wind,0.1
2016-07-20,Flusskraft,69.6
2016-07-20,Kernkraft,65.1
2016-07-20,Photovoltaik,7.6
2016-07-20,Speicherkraft,68.1
2016-07-20,Thermische,10.0
2016-07-20,Wind,0.1
2016-07-21,Flusskraft,73.8
2016-07-21,Kernkraft,65.3
2016-07-21,Photovoltaik,5.2
2016-07-21,Speicherkraft,83.2
2016-07-21,Thermische,10.0
2016-07-21,Wind,0.1
2016-07-22,Flusskraft,75.0
2016-07-22,Kernkraft,65.6
2016-07-22,Photovoltaik,3.3
2016-07-22,Speicherkraft,64.4
2016-07-22,Thermische,10.0
2016-07-22,Wind,0.1
2016-07-23,Flusskraft,71.2
2016-07-23,Kernkraft,65.9
2016-07-23,Photovoltaik,3.7
2016-07-23,Speicherkraft,48.1
2016-07-23,Thermische,10.0
2016-07-23,Wind,0.1
2016-07-24,Flusskraft,65.0
2016-07-24,Kernkraft,65.5
2016-07-24,Photovoltaik,5.6
2016-07-24,Speicherkraft,38.9
2016-07-24,Thermische,10.0
2016-07-24,Wind,0.1
2016-07-25,Flusskraft,67.2
2016-07-25,Kernkraft,65.2
2016-07-25,Photovoltaik,5.1
2016-07-25,Speicherkraft,71.5
2016-07-25,Thermische,10.0
2016-07-25,Wind,0.1
2016-07-26,Flusskraft,71.3
2016-07-26,Kernkraft,65.3
2016-07-26,Photovoltaik,5.7
2016-07-26,Speicherkraft,71.2
2016-07-26,Thermische,10.0
2016-07-26,Wind,0.1
2016-07-27,Flusskraft,72.2
2016-07-27,Kernkraft,65.2
2016-07-27,Photovoltaik,4.9
2016-07-27,Speicherkraft,57.4
2016-07-27,Thermische,10.0
2016-07-27,Wind,0.1
2016-07-28,Flusskraft,69.9
2016-07-28,Kernkraft,65.2
2016-07-28,Photovoltaik,5.5
2016-07-28,Speicherkraft,54.3
2016-07-28,Thermische,10.0
2016-07-28,Wind,0.1
2016-07-29,Flusskraft,65.8
2016-07-29,Kernkraft,65.0
2016-07-29,Photovoltaik,5.9
2016-07-29,Speicherkraft,61.0
2016-07-29,Thermische,10.0
2016-07-29,Wind,0.1
2016-07-30,Flusskraft,63.3
2016-07-30,Kernkraft,65.0
2016-07-30,Photovoltaik,5.9
2016-07-30,Speicherkraft,39.3
2016-07-30,Thermische,10.0
2016-07-30,Wind,0.1
2016-07-31,Flusskraft,64.8
2016-07-31,Kernkraft,65.1
2016-07-31,Photovoltaik,3.1
2016-07-31,Speicherkraft,29.7
2016-07-31,Thermische,10.0
2016-07-31,Wind,0.1
2016-08-01,Flusskraft,77.3
2016-08-01,Kernkraft,50.1
2016-08-01,Photovoltaik,5.3
2016-08-01,Speicherkraft,42.4
2016-08-01,Thermische,9.5
2016-08-01,Wind,0.1
2016-08-02,Flusskraft,70.9
2016-08-02,Kernkraft,39.3
2016-08-02,Photovoltaik,3.9
2016-08-02,Speicherkraft,56.2
2016-08-02,Thermische,9.5
2016-08-02,Wind,0.1
2016-08-03,Flusskraft,65.4
2016-08-03,Kernkraft,37.8
2016-08-03,Photovoltaik,6.2
2016-08-03,Speicherkraft,44.3
2016-08-03,Thermische,9.5
2016-08-03,Wind,0.1
2016-08-04,Flusskraft,71.2
2016-08-04,Kernkraft,37.9
2016-08-04,Photovoltaik,5.6
2016-08-04,Speicherkraft,59.1
2016-08-04,Thermische,9.5
2016-08-04,Wind,0.1
2016-08-05,Flusskraft,101.9
2016-08-05,Kernkraft,34.3
2016-08-05,Photovoltaik,3.0
2016-08-05,Speicherkraft,44.8
2016-08-05,Thermische,9.5
2016-08-05,Wind,0.2
2016-08-06,Flusskraft,77.6
2016-08-06,Kernkraft,31.7
2016-08-06,Photovoltaik,5.1
2016-08-06,Speicherkraft,45.3
2016-08-06,Thermische,9.5
2016-08-06,Wind,0.2
2016-08-07,Flusskraft,64.1
2016-08-07,Kernkraft,31.6
2016-08-07,Photovoltaik,7.1
2016-08-07,Speicherkraft,35.6
2016-08-07,Thermische,9.5
2016-08-07,Wind,0.2
2016-08-08,Flusskraft,65.2
2016-08-08,Kernkraft,31.5
2016-08-08,Photovoltaik,6.8
2016-08-08,Speicherkraft,51.3
2016-08-08,Thermische,9.5
2016-08-08,Wind,0.1
2016-08-09,Flusskraft,69.5
2016-08-09,Kernkraft,31.6
2016-08-09,Photovoltaik,2.3
2016-08-09,Speicherkraft,51.4
2016-08-09,Thermische,9.5
2016-08-09,Wind,0.1
2016-08-10,Flusskraft,68.2
2016-08-10,Kernkraft,31.7
2016-08-10,Photovoltaik,5.4
2016-08-10,Speicherkraft,50.4
2016-08-10,Thermische,9.5
2016-08-10,Wind,0.2
2016-08-11,Flusskraft,60.8
2016-08-11,Kernkraft,31.8
2016-08-11,Photovoltaik,5.8
2016-08-11,Speicherkraft,49.6
2016-08-11,Thermische,9.5
2016-08-11,Wind,0.1
2016-08-12,Flusskraft,55.7
2016-08-12,Kernkraft,31.6
2016-08-12,Photovoltaik,4.3
2016-08-12,Speicherkraft,55.7
2016-08-12,Thermische,9.5
2016-08-12,Wind,0.1
2016-08-13,Flusskraft,52.6
2016-08-13,Kernkraft,30.6
2016-08-13,Photovoltaik,6.9
2016-08-13,Speicherkraft,32.8
2016-08-13,Thermische,9.5
2016-08-13,Wind,0.0
2016-08-14,Flusskraft,53.3
2016-08-14,Kernkraft,23.5
2016-08-14,Photovoltaik,6.3
2016-08-14,Speicherkraft,31.1
2016-08-14,Thermische,9.5
2016-08-14,Wind,0.0
2016-08-15,Flusskraft,57.4
2016-08-15,Kernkraft,23.5
2016-08-15,Photovoltaik,4.9
2016-08-15,Speicherkraft,45.8
2016-08-15,Thermische,9.5
2016-08-15,Wind,0.0
2016-08-16,Flusskraft,63.0
2016-08-16,Kernkraft,23.4
2016-08-16,Photovoltaik,5.5
2016-08-16,Speicherkraft,53.9
2016-08-16,Thermische,9.5
2016-08-16,Wind,0.0
2016-08-17,Flusskraft,63.8
2016-08-17,Kernkraft,23.5
2016-08-17,Photovoltaik,5.1
2016-08-17,Speicherkraft,55.8
2016-08-17,Thermische,9.5
2016-08-17,Wind,0.1
2016-08-18,Flusskraft,62.5
2016-08-18,Kernkraft,26.6
2016-08-18,Photovoltaik,3.5
2016-08-18,Speicherkraft,55.7
2016-08-18,Thermische,9.5
2016-08-18,Wind,0.1
2016-08-19,Flusskraft,63.5
2016-08-19,Kernkraft,30.3
2016-08-19,Photovoltaik,4.3
2016-08-19,Speicherkraft,55.8
2016-08-19,Thermische,9.5
2016-08-19,Wind,0.0
2016-08-20,Flusskraft,59.3
2016-08-20,Kernkraft,31.1
2016-08-20,Photovoltaik,1.7
2016-08-20,Speicherkraft,29.8
2016-08-20,Thermische,9.5
2016-08-20,Wind,0.1
2016-08-21,Flusskraft,54.8
2016-08-21,Kernkraft,31.9
2016-08-21,Photovoltaik,4.8
2016-08-21,Speicherkraft,32.1
2016-08-21,Thermische,9.5
2016-08-21,Wind,0.3
2016-08-22,Flusskraft,53.1
2016-08-22,Kernkraft,32.4
2016-08-22,Photovoltaik,6.8
2016-08-22,Speicherkraft,52.2
2016-08-22,Thermische,9.5
2016-08-22,Wind,0.1
2016-08-23,Flusskraft,56.0
2016-08-23,Kernkraft,32.1
2016-08-23,Photovoltaik,6.9
2016-08-23,Speicherkraft,57.4
2016-08-23,Thermische,9.5
2016-08-23,Wind,0.1
2016-08-24,Flusskraft,59.4
2016-08-24,Kernkraft,31.9
2016-08-24,Photovoltaik,6.6
2016-08-24,Speicherkraft,50.0
2016-08-24,Thermische,9.5
2016-08-24,Wind,0.1
2016-08-25,Flusskraft,62.7
2016-08-25,Kernkraft,31.8
2016-08-25,Photovoltaik,5.9
2016-08-25,Speicherkraft,56.7
2016-08-25,Thermische,9.5
2016-08-25,Wind,0.1
2016-08-26,Flusskraft,65.5
2016-08-26,Kernkraft,31.7
2016-08-26,Photovoltaik,5.9
2016-08-26,Speicherkraft,57.0
2016-08-26,Thermische,9.5
2016-08-26,Wind,0.1
2016-08-27,Flusskraft,67.4
2016-08-27,Kernkraft,31.8
2016-08-27,Photovoltaik,5.2
2016-08-27,Speicherkraft,31.7
2016-08-27,Thermische,9.5
2016-08-27,Wind,0.1
2016-08-28,Flusskraft,64.1
2016-08-28,Kernkraft,31.8
2016-08-28,Photovoltaik,5.4
2016-08-28,Speicherkraft,28.2
2016-08-28,Thermische,9.5
2016-08-28,Wind,0.2
2016-08-29,Flusskraft,65.7
2016-08-29,Kernkraft,32.0
2016-08-29,Photovoltaik,2.4
2016-08-29,Speicherkraft,71.9
2016-08-29,Thermische,9.5
2016-08-29,Wind,0.1
2016-08-30,Flusskraft,63.1
2016-08-30,Kernkraft,32.0
2016-08-30,Photovoltaik,3.4
2016-08-30,Speicherkraft,66.1
2016-08-30,Thermische,9.5
2016-08-30,Wind,0.3
2016-08-31,Flusskraft,59.9
2016-08-31,Kernkraft,32.0
2016-08-31,Photovoltaik,5.0
2016-08-31,Speicherkraft,69.7
2016-08-31,Thermische,9.5
2016-08-31,Wind,0.1
2016-09-01,Flusskraft,57.7
2016-09-01,Kernkraft,32.0
2016-09-01,Photovoltaik,4.6
2016-09-01,Speicherkraft,70.5
2016-09-01,Thermische,9.4
2016-09-01,Wind,0.1
2016-09-02,Flusskraft,57.0
2016-09-02,Kernkraft,32.0
2016-09-02,Photovoltaik,5.3
2016-09-02,Speicherkraft,63.3
2016-09-02,Thermische,9.4
2016-09-02,Wind,0.1
2016-09-03,Flusskraft,52.5
2016-09-03,Kernkraft,27.0
2016-09-03,Photovoltaik,4.5
2016-09-03,Speicherkraft,41.8
2016-09-03,Thermische,9.4
2016-09-03,Wind,0.0
2016-09-04,Flusskraft,50.7
2016-09-04,Kernkraft,32.2
2016-09-04,Photovoltaik,3.3
2016-09-04,Speicherkraft,31.4
2016-09-04,Thermische,9.4
2016-09-04,Wind,0.2
2016-09-05,Flusskraft,77.4
2016-09-05,Kernkraft,32.2
2016-09-05,Photovoltaik,1.4
2016-09-05,Speicherkraft,69.0
2016-09-05,Thermische,9.4
2016-09-05,Wind,0.1
2016-09-06,Flusskraft,77.7
2016-09-06,Kernkraft,32.4
2016-09-06,Photovoltaik,5.1
2016-09-06,Speicherkraft,53.9
2016-09-06,Thermische,9.4
2016-09-06,Wind,0.3
2016-09-07,Flusskraft,64.4
2016-09-07,Kernkraft,32.2
2016-09-07,Photovoltaik,6.0
2016-09-07,Speicherkraft,59.9
2016-09-07,Thermische,9.4
2016-09-07,Wind,0.1
2016-09-08,Flusskraft,60.9
2016-09-08,Kernkraft,32.0
2016-09-08,Photovoltaik,5.4
2016-09-08,Speicherkraft,61.6
2016-09-08,Thermische,9.4
2016-09-08,Wind,0.1
2016-09-09,Flusskraft,60.2
2016-09-09,Kernkraft,36.2
2016-09-09,Photovoltaik,5.0
2016-09-09,Speicherkraft,72.0
2016-09-09,Thermische,9.4
2016-09-09,Wind,0.1
2016-09-10,Flusskraft,55.7
2016-09-10,Kernkraft,37.9
2016-09-10,Photovoltaik,4.5
2016-09-10,Speicherkraft,45.1
2016-09-10,Thermische,9.4
2016-09-10,Wind,0.0
2016-09-11,Flusskraft,49.2
2016-09-11,Kernkraft,39.7
2016-09-11,Photovoltaik,4.6
2016-09-11,Speicherkraft,44.1
2016-09-11,Thermische,9.4
2016-09-11,Wind,0.1
2016-09-12,Flusskraft,54.9
2016-09-12,Kernkraft,39.4
2016-09-12,Photovoltaik,4.1
2016-09-12,Speicherkraft,79.9
2016-09-12,Thermische,9.4
2016-09-12,Wind,0.1
2016-09-13,Flusskraft,55.9
2016-09-13,Kernkraft,40.4
2016-09-13,Photovoltaik,4.7
2016-09-13,Speicherkraft,71.6
2016-09-13,Thermische,9.4
2016-09-13,Wind,0.1
2016-09-14,Flusskraft,54.9
2016-09-14,Kernkraft,40.7
2016-09-14,Photovoltaik,4.7
2016-09-14,Speicherkraft,67.9
2016-09-14,Thermische,9.4
2016-09-14,Wind,0.1
2016-09-15,Flusskraft,60.3
2016-09-15,Kernkraft,40.7
2016-09-15,Photovoltaik,1.6
2016-09-15,Speicherkraft,63.9
2016-09-15,Thermische,9.4
2016-09-15,Wind,0.1
2016-09-16,Flusskraft,54.8
2016-09-16,Kernkraft,40.9
2016-09-16,Photovoltaik,2.1
2016-09-16,Speicherkraft,62.9
2016-09-16,Thermische,9.4
2016-09-16,Wind,0.1
2016-09-17,Flusskraft,41.7
2016-09-17,Kernkraft,41.0
2016-09-17,Photovoltaik,2.1
2016-09-17,Speicherkraft,36.9
2016-09-17,Thermische,9.4
2016-09-17,Wind,0.2
2016-09-18,Flusskraft,36.9
2016-09-18,Kernkraft,41.1
2016-09-18,Photovoltaik,1.4
2016-09-18,Speicherkraft,31.6
2016-09-18,Thermische,9.4
2016-09-18,Wind,0.2
2016-09-19,Flusskraft,42.0
2016-09-19,Kernkraft,41.1
2016-09-19,Photovoltaik,3.1
2016-09-19,Speicherkraft,78.2
2016-09-19,Thermische,9.4
2016-09-19,Wind,0.1
2016-09-20,Flusskraft,41.1
2016-09-20,Kernkraft,40.2
2016-09-20,Photovoltaik,3.2
2016-09-20,Speicherkraft,78.6
2016-09-20,Thermische,9.4
2016-09-20,Wind,0.1
2016-09-21,Flusskraft,40.6
2016-09-21,Kernkraft,41.3
2016-09-21,Photovoltaik,2.8
2016-09-21,Speicherkraft,75.3
2016-09-21,Thermische,9.4
2016-09-21,Wind,0.1
2016-09-22,Flusskraft,39.0
2016-09-22,Kernkraft,41.3
2016-09-22,Photovoltaik,4.0
2016-09-22,Speicherkraft,69.5
2016-09-22,Thermische,9.4
2016-09-22,Wind,0.0
2016-09-23,Flusskraft,36.3
2016-09-23,Kernkraft,41.2
2016-09-23,Photovoltaik,2.6
2016-09-23,Speicherkraft,60.1
2016-09-23,Thermische,9.4
2016-09-23,Wind,0.1
2016-09-24,Flusskraft,29.3
2016-09-24,Kernkraft,41.2
2016-09-24,Photovoltaik,4.3
2016-09-24,Speicherkraft,25.6
2016-09-24,Thermische,9.4
2016-09-24,Wind,0.1
2016-09-25,Flusskraft,27.5
2016-09-25,Kernkraft,41.2
2016-09-25,Photovoltaik,4.2
2016-09-25,Speicherkraft,27.6
2016-09-25,Thermische,9.4
2016-09-25,Wind,0.1
2016-09-26,Flusskraft,31.7
2016-09-26,Kernkraft,41.1
2016-09-26,Photovoltaik,3.4
2016-09-26,Speicherkraft,77.9
2016-09-26,Thermische,9.4
2016-09-26,Wind,0.1
2016-09-27,Flusskraft,34.2
2016-09-27,Kernkraft,41.1
2016-09-27,Photovoltaik,3.0
2016-09-27,Speicherkraft,56.1
2016-09-27,Thermische,9.4
2016-09-27,Wind,0.1
2016-09-28,Flusskraft,33.0
2016-09-28,Kernkraft,41.2
2016-09-28,Photovoltaik,4.1
2016-09-28,Speicherkraft,57.8
2016-09-28,Thermische,9.4
2016-09-28,Wind,0.1
2016-09-29,Flusskraft,31.8
2016-09-29,Kernkraft,41.2
2016-09-29,Photovoltaik,4.3
2016-09-29,Speicherkraft,42.5
2016-09-29,Thermische,9.4
2016-09-29,Wind,0.2
2016-09-30,Flusskraft,32.5
2016-09-30,Kernkraft,41.2
2016-09-30,Photovoltaik,3.9
2016-09-30,Speicherkraft,57.8
2016-09-30,Thermische,9.4
2016-09-30,Wind,0.2
2016-10-01,Flusskraft,30.6
2016-10-01,Kernkraft,41.2
2016-10-01,Photovoltaik,1.8
2016-10-01,Speicherkraft,22.9
2016-10-01,Thermische,9.6
2016-10-01,Wind,0.2
2016-10-02,Flusskraft,27.4
2016-10-02,Kernkraft,41.3
2016-10-02,Photovoltaik,2.2
2016-10-02,Speicherkraft,21.3
2016-10-02,Thermische,9.6
2016-10-02,Wind,0.2
2016-10-03,Flusskraft,28.9
2016-10-03,Kernkraft,41.4
2016-10-03,Photovoltaik,4.1
2016-10-03,Speicherkraft,58.0
2016-10-03,Thermische,9.6
2016-10-03,Wind,0.2
2016-10-04,Flusskraft,29.0
2016-10-04,Kernkraft,41.4
2016-10-04,Photovoltaik,4.0
2016-10-04,Speicherkraft,48.8
2016-10-04,Thermische,9.6
2016-10-04,Wind,0.3
2016-10-05,Flusskraft,27.2
2016-10-05,Kernkraft,41.4
2016-10-05,Photovoltaik,3.6
2016-10-05,Speicherkraft,40.6
2016-10-05,Thermische,9.6
2016-10-05,Wind,0.3
2016-10-06,Flusskraft,28.6
2016-10-06,Kernkraft,41.5
2016-10-06,Photovoltaik,3.7
2016-10-06,Speicherkraft,58.1
2016-10-06,Thermische,9.6
2016-10-06,Wind,0.3
2016-10-07,Flusskraft,27.1
2016-10-07,Kernkraft,41.5
2016-10-07,Photovoltaik,3.0
2016-10-07,Speicherkraft,52.6
2016-10-07,Thermische,9.6
2016-10-07,Wind,0.1
2016-10-08,Flusskraft,23.4
2016-10-08,Kernkraft,41.4
2016-10-08,Photovoltaik,2.2
2016-10-08,Speicherkraft,22.0
2016-10-08,Thermische,9.6
2016-10-08,Wind,0.1
2016-10-09,Flusskraft,22.1
2016-10-09,Kernkraft,41.5
2016-10-09,Photovoltaik,2.4
2016-10-09,Speicherkraft,21.7
2016-10-09,Thermische,9.6
2016-10-09,Wind,0.1
2016-10-10,Flusskraft,24.8
2016-10-10,Kernkraft,41.6
2016-10-10,Photovoltaik,2.8
2016-10-10,Speicherkraft,55.3
2016-10-10,Thermische,9.6
2016-10-10,Wind,0.1
2016-10-11,Flusskraft,27.4
2016-10-11,Kernkraft,41.6
2016-10-11,Photovoltaik,2.9
2016-10-11,Speicherkraft,65.7
2016-10-11,Thermische,9.6
2016-10-11,Wind,0.3
2016-10-12,Flusskraft,27.4
2016-10-12,Kernkraft,41.6
2016-10-12,Photovoltaik,3.4
2016-10-12,Speicherkraft,63.1
2016-10-12,Thermische,9.6
2016-10-12,Wind,0.1
2016-10-13,Flusskraft,27.7
2016-10-13,Kernkraft,41.5
2016-10-13,Photovoltaik,1.9
2016-10-13,Speicherkraft,68.0
2016-10-13,Thermische,9.6
2016-10-13,Wind,0.2
2016-10-14,Flusskraft,35.2
2016-10-14,Kernkraft,41.5
2016-10-14,Photovoltaik,1.2
2016-10-14,Speicherkraft,61.2
2016-10-14,Thermische,9.6
2016-10-14,Wind,0.2
2016-10-15,Flusskraft,39.5
2016-10-15,Kernkraft,41.5
2016-10-15,Photovoltaik,1.8
2016-10-15,Speicherkraft,13.0
2016-10-15,Thermische,9.6
2016-10-15,Wind,0.1
