Datum,Energietraeger,Produktion_GWh
2015-09-28,Thermische,9.4
2015-09-28,Wind,0.3
2015-09-29,Flusskraft,33.1
2015-09-29,Kernkraft,38.8
2015-09-29,Photovoltaik,3.7
2015-09-29,Speicherkraft,76.5
2015-09-29,Thermische,9.4
2015-09-29,Wind,0.2
2015-09-30,Flusskraft,32.4
2015-09-30,Kernkraft,56.1
2015-09-30,Photovoltaik,3.7
2015-09-30,Speicherkraft,69.6
2015-09-30,Thermische,9.4
2015-09-30,Wind,0.2
2015-10-01,Flusskraft,30.0
2015-10-01,Kernkraft,58.0
2015-10-01,Photovoltaik,3.6
2015-10-01,Speicherkraft,69.6
2015-10-01,Thermische,9.6
2015-10-01,Wind,0.2
2015-10-02,Flusskraft,31.1
2015-10-02,Kernkraft,61.5
2015-10-02,Photovoltaik,2.9
2015-10-02,Speicherkraft,70.2
2015-10-02,Thermische,9.6
2015-10-02,Wind,0.1
2015-10-03,Flusskraft,42.6
2015-10-03,Kernkraft,61.5
2015-10-03,Photovoltaik,2.1
2015-10-03,Speicherkraft,32.4
2015-10-03,Thermische,9.6
2015-10-03,Wind,0.2
2015-10-04,Flusskraft,47.3
2015-10-04,Kernkraft,61.4
2015-10-04,Photovoltaik,2.5
2015-10-04,Speicherkraft,24.6
2015-10-04,Thermische,9.6
2015-10-04,Wind,0.1
2015-10-05,Flusskraft,38.2
2015-10-05,Kernkraft,61.4
2015-10-05,Photovoltaik,2.3
2015-10-05,Speicherkraft,74.2
2015-10-05,Thermische,9.6
2015-10-05,Wind,0.1
2015-10-06,Flusskraft,38.4
2015-10-06,Kernkraft,61.0
2015-10-06,Photovoltaik,1.5
2015-10-06,Speicherkraft,76.4
2015-10-06,Thermische,9.6
2015-10-06,Wind,0.2
2015-10-07,Flusskraft,39.7
2015-10-07,Kernkraft,61.1
2015-10-07,Photovoltaik,1.3
2015-10-07,Speicherkraft,74.8
2015-10-07,Thermische,9.6
2015-10-07,Wind,0.2
2015-10-08,Flusskraft,38.4
2015-10-08,Kernkraft,61.4
2015-10-08,Photovoltaik,1.7
2015-10-08,Speicherkraft,81.0
2015-10-08,Thermische,9.6
2015-10-08,Wind,0.1
2015-10-09,Flusskraft,38.4
2015-10-09,Kernkraft,61.6
2015-10-09,Photovoltaik,2.0
2015-10-09,Speicherkraft,85.3
2015-10-09,Thermische,9.6
2015-10-09,Wind,0.1
2015-10-10,Flusskraft,30.9
2015-10-10,Kernkraft,61.6
2015-10-10,Photovoltaik,2.1
2015-10-10,Speicherkraft,41.8
2015-10-10,Thermische,9.6
2015-10-10,Wind,0.2
2015-10-11,Flusskraft,27.0
2015-10-11,Kernkraft,61.5
2015-10-11,Photovoltaik,2.0
2015-10-11,Speicherkraft,32.2
2015-10-11,Thermische,9.6
2015-10-11,Wind,0.2
2015-10-12,Flusskraft,29.6
2015-10-12,Kernkraft,61.5
2015-10-12,Photovoltaik,2.4
2015-10-12,Speicherkraft,69.0
2015-10-12,Thermische,9.6
2015-10-12,Wind,0.1
2015-10-13,Flusskraft,38.5
2015-10-13,Kernkraft,61.6
2015-10-13,Photovoltaik,0.5
2015-10-13,Speicherkraft,92.9
2015-10-13,Thermische,9.6
2015-10-13,Wind,0.1
2015-10-14,Flusskraft,46.1
2015-10-14,Kernkraft,61.9
2015-10-14,Photovoltaik,1.8
2015-10-14,Speicherkraft,93.7
2015-10-14,Thermische,9.6
2015-10-14,Wind,0.2
2015-10-15,Flusskraft,41.9
2015-10-15,Kernkraft,61.8
2015-10-15,Photovoltaik,1.0
2015-10-15,Speicherkraft,108.8
2015-10-15,Thermische,9.6
2015-10-15,Wind,0.2
2015-10-16,Flusskraft,37.8
2015-10-16,Kernkraft,62.0
2015-10-16,Photovoltaik,1.8
2015-10-16,Speicherkraft,99.7
2015-10-16,Thermische,9.6
2015-10-16,Wind,0.1
2015-10-17,Flusskraft,30.9
2015-10-17,Kernkraft,44.1
2015-10-17,Photovoltaik,1.5
2015-10-17,Speicherkraft,63.4
2015-10-17,Thermische,9.6
2015-10-17,Wind,0.1
2015-10-18,Flusskraft,28.6
2015-10-18,Kernkraft,32.9
2015-10-18,Photovoltaik,0.9
2015-10-18,Speicherkraft,42.7
2015-10-18,Thermische,9.6
2015-10-18,Wind,0.1
2015-10-19,Flusskraft,33.3
2015-10-19,Kernkraft,32.9
2015-10-19,Photovoltaik,1.8
2015-10-19,Speicherkraft,92.3
2015-10-19,Thermische,9.6
2015-10-19,Wind,0.2
2015-10-20,Flusskraft,33.6
2015-10-20,Kernkraft,32.9
2015-10-20,Photovoltaik,2.8
2015-10-20,Speicherkraft,91.6
2015-10-20,Thermische,9.6
2015-10-20,Wind,0.2
2015-10-21,Flusskraft,32.4
2015-10-21,Kernkraft,32.9
2015-10-21,Photovoltaik,2.5
2015-10-21,Speicherkraft,82.1
2015-10-21,Thermische,9.6
2015-10-21,Wind,0.1
2015-10-22,Flusskraft,31.5
2015-10-22,Kernkraft,32.9
2015-10-22,Photovoltaik,1.4
2015-10-22,Speicherkraft,82.5
2015-10-22,Thermische,9.6
2015-10-22,Wind,0.1
2015-10-23,Flusskraft,29.2
2015-10-23,Kernkraft,32.9
2015-10-23,Photovoltaik,2.2
2015-10-23,Speicherkraft,78.9
2015-10-23,Thermische,9.6
2015-10-23,Wind,0.1
2015-10-24,Flusskraft,25.0
2015-10-24,Kernkraft,32.8
2015-10-24,Photovoltaik,2.0
2015-10-24,Speicherkraft,50.6
2015-10-24,Thermische,9.6
2015-10-24,Wind,0.1
2015-10-25,Flusskraft,24.2
2015-10-25,Kernkraft,32.8
2015-10-25,Photovoltaik,1.8
2015-10-25,Speicherkraft,39.9
2015-10-25,Thermische,9.6
2015-10-25,Wind,0.1
2015-10-26,Flusskraft,28.5
2015-10-26,Kernkraft,32.8
2015-10-26,Photovoltaik,2.5
2015-10-26,Speicherkraft,85.1
2015-10-26,Thermische,9.6
2015-10-26,Wind,0.1
2015-10-27,Flusskraft,30.5
2015-10-27,Kernkraft,32.8
2015-10-27,Photovoltaik,2.5
2015-10-27,Speicherkraft,91.3
2015-10-27,Thermische,9.6
2015-10-27,Wind,0.1
2015-10-28,Flusskraft,31.7
2015-10-28,Kernkraft,32.8
2015-10-28,Photovoltaik,1.7
2015-10-28,Speicherkraft,94.3
2015-10-28,Thermische,9.6
2015-10-28,Wind,0.2
2015-10-29,Flusskraft,35.4
2015-10-29,Kernkraft,32.7
2015-10-29,Photovoltaik,1.3
2015-10-29,Speicherkraft,92.7
2015-10-29,Thermische,9.6
2015-10-29,Wind,0.1
2015-10-30,Flusskraft,30.0
2015-10-30,Kernkraft,32.7
2015-10-30,Photovoltaik,2.2
2015-10-30,Speicherkraft,69.8
2015-10-30,Thermische,9.6
2015-10-30,Wind,0.1
2015-10-31,Flusskraft,24.5
2015-10-31,Kernkraft,32.9
2015-10-31,Photovoltaik,2.3
2015-10-31,Speicherkraft,34.9
2015-10-31,Thermische,9.6
2015-10-31,Wind,0.1
2015-11-01,Flusskraft,24.7
2015-11-01,Kernkraft,32.8
2015-11-01,Photovoltaik,2.4
2015-11-01,Speicherkraft,29.1
2015-11-01,Thermische,10.4
2015-11-01,Wind,0.1
2015-11-02,Flusskraft,27.3
2015-11-02,Kernkraft,40.7
2015-11-02,Photovoltaik,2.4
2015-11-02,Speicherkraft,59.7
2015-11-02,Thermische,10.4
2015-11-02,Wind,0.1
2015-11-03,Flusskraft,29.2
2015-11-03,Kernkraft,58.1
2015-11-03,Photovoltaik,1.6
2015-11-03,Speicherkraft,69.7
2015-11-03,Thermische,10.4
2015-11-03,Wind,0.1
2015-11-04,Flusskraft,30.2
2015-11-04,Kernkraft,61.5
2015-11-04,Photovoltaik,1.5
2015-11-04,Speicherkraft,83.6
2015-11-04,Thermische,10.4
2015-11-04,Wind,0.1
2015-11-05,Flusskraft,27.7
2015-11-05,Kernkraft,61.7
2015-11-05,Photovoltaik,2.2
2015-11-05,Speicherkraft,64.2
2015-11-05,Thermische,10.4
2015-11-05,Wind,0.0
2015-11-06,Flusskraft,26.1
2015-11-06,Kernkraft,61.7
2015-11-06,Photovoltaik,2.0
2015-11-06,Speicherkraft,56.8
2015-11-06,Thermische,10.4
2015-11-06,Wind,0.1
2015-11-07,Flusskraft,23.5
2015-11-07,Kernkraft,61.5
2015-11-07,Photovoltaik,2.0
2015-11-07,Speicherkraft,30.7
2015-11-07,Thermische,10.4
2015-11-07,Wind,0.1
2015-11-08,Flusskraft,22.8
2015-11-08,Kernkraft,61.5
2015-11-08,Photovoltaik,2.0
2015-11-08,Speicherkraft,26.7
2015-11-08,Thermische,10.4
2015-11-08,Wind,0.1
2015-11-09,Flusskraft,25.0
2015-11-09,Kernkraft,61.5
2015-11-09,Photovoltaik,1.7
2015-11-09,Speicherkraft,62.8
2015-11-09,Thermische,10.4
2015-11-09,Wind,0.3
2015-11-10,Flusskraft,25.5
2015-11-10,Kernkraft,61.5
2015-11-10,Photovoltaik,1.9
2015-11-10,Speicherkraft,68.9
2015-11-10,Thermische,10.4
2015-11-10,Wind,0.1
2015-11-11,Flusskraft,26.0
2015-11-11,Kernkraft,61.8
2015-11-11,Photovoltaik,2.1
2015-11-11,Speicherkraft,66.2
2015-11-11,Thermische,10.4
2015-11-11,Wind,0.0
2015-11-12,Flusskraft,28.4
2015-11-12,Kernkraft,61.9
2015-11-12,Photovoltaik,1.9
2015-11-12,Speicherkraft,81.3
2015-11-12,Thermische,10.4
2015-11-12,Wind,0.1
2015-11-13,Flusskraft,25.6
2015-11-13,Kernkraft,61.9
2015-11-13,Photovoltaik,1.7
2015-11-13,Speicherkraft,65.6
2015-11-13,Thermische,10.4
2015-11-13,Wind,0.2
2015-11-14,Flusskraft,23.4
2015-11-14,Kernkraft,61.8
2015-11-14,Photovoltaik,1.1
2015-11-14,Speicherkraft,43.4
2015-11-14,Thermische,10.4
2015-11-14,Wind,0.2
2015-11-15,Flusskraft,21.8
2015-11-15,Kernkraft,61.8
2015-11-15,Photovoltaik,1.5
2015-11-15,Speicherkraft,30.3
2015-11-15,Thermische,10.4
2015-11-15,Wind,0.3
2015-11-16,Flusskraft,24.9
2015-11-16,Kernkraft,61.8
2015-11-16,Photovoltaik,1.6
2015-11-16,Speicherkraft,73.7
2015-11-16,Thermische,10.4
2015-11-16,Wind,0.2
2015-11-17,Flusskraft,25.0
2015-11-17,Kernkraft,61.8
2015-11-17,Photovoltaik,1.2
2015-11-17,Speicherkraft,75.1
2015-11-17,Thermische,10.4
2015-11-17,Wind,0.3
2015-11-18,Flusskraft,23.9
2015-11-18,Kernkraft,61.5
2015-11-18,Photovoltaik,1.5
2015-11-18,Speicherkraft,59.2
2015-11-18,Thermische,10.4
2015-11-18,Wind,0.3
2015-11-19,Flusskraft,26.6
2015-11-19,Kernkraft,61.7
2015-11-19,Photovoltaik,1.5
2015-11-19,Speicherkraft,74.4
2015-11-19,Thermische,10.4
2015-11-19,Wind,0.4
2015-11-20,Flusskraft,28.7
2015-11-20,Kernkraft,61.6
2015-11-20,Photovoltaik,0.2
2015-11-20,Speicherkraft,62.9
2015-11-20,Thermische,10.4
2015-11-20,Wind,0.4
2015-11-21,Flusskraft,39.8
2015-11-21,Kernkraft,62.2
2015-11-21,Photovoltaik,0.8
2015-11-21,Speicherkraft,31.8
2015-11-21,Thermische,10.4
2015-11-21,Wind,0.3
2015-11-22,Flusskraft,29.8
2015-11-22,Kernkraft,62.4
2015-11-22,Photovoltaik,1.2
2015-11-22,Speicherkraft,39.5
2015-11-22,Thermische,10.4
2015-11-22,Wind,0.2
2015-11-23,Flusskraft,34.2
2015-11-23,Kernkraft,62.4
2015-11-23,Photovoltaik,1.5
2015-11-23,Speicherkraft,115.8
2015-11-23,Thermische,10.4
2015-11-23,Wind,0.1
2015-11-24,Flusskraft,37.0
2015-11-24,Kernkraft,62.4
2015-11-24,Photovoltaik,1.6
2015-11-24,Speicherkraft,115.3
2015-11-24,Thermische,10.4
2015-11-24,Wind,0.1
2015-11-25,Flusskraft,37.0
2015-11-25,Kernkraft,62.4
2015-11-25,Photovoltaik,0.8
2015-11-25,Speicherkraft,109.4
2015-11-25,Thermische,10.4
2015-11-25,Wind,0.2
2015-11-26,Flusskraft,36.4
2015-11-26,Kernkraft,62.3
2015-11-26,Photovoltaik,1.0
2015-11-26,Speicherkraft,106.6
2015-11-26,Thermische,10.4
2015-11-26,Wind,0.2
2015-11-27,Flusskraft,34.4
2015-11-27,Kernkraft,62.3
2015-11-27,Photovoltaik,1.2
2015-11-27,Speicherkraft,101.4
2015-11-27,Thermische,10.4
2015-11-27,Wind,0.2
2015-11-28,Flusskraft,27.6
2015-11-28,Kernkraft,62.3
2015-11-28,Photovoltaik,0.5
2015-11-28,Speicherkraft,62.5
2015-11-28,Thermische,10.4
2015-11-28,Wind,0.2
2015-11-29,Flusskraft,26.4
2015-11-29,Kernkraft,62.3
2015-11-29,Photovoltaik,0.5
2015-11-29,Speicherkraft,42.0
2015-11-29,Thermische,10.4
2015-11-29,Wind,0.4
2015-11-30,Flusskraft,30.9
2015-11-30,Kernkraft,61.8
2015-11-30,Photovoltaik,0.8
2015-11-30,Speicherkraft,83.3
2015-11-30,Thermische,10.4
2015-11-30,Wind,0.4
2015-12-01,Flusskraft,32.4
2015-12-01,Kernkraft,61.8
2015-12-01,Photovoltaik,0.9
2015-12-01,Speicherkraft,86.3
2015-12-01,Thermische,10.3
2015-12-01,Wind,0.3
2015-12-02,Flusskraft,35.1
2015-12-02,Kernkraft,62.3
2015-12-02,Photovoltaik,1.5
2015-12-02,Speicherkraft,99.9
2015-12-02,Thermische,10.3
2015-12-02,Wind,0.0
2015-12-03,Flusskraft,34.8
2015-12-03,Kernkraft,62.4
2015-12-03,Photovoltaik,1.6
2015-12-03,Speicherkraft,91.9
2015-12-03,Thermische,10.3
2015-12-03,Wind,0.1
2015-12-04,Flusskraft,35.0
2015-12-04,Kernkraft,62.3
2015-12-04,Photovoltaik,0.8
2015-12-04,Speicherkraft,90.5
2015-12-04,Thermische,10.3
2015-12-04,Wind,0.2
2015-12-05,Flusskraft,31.8
2015-12-05,Kernkraft,62.4
2015-12-05,Photovoltaik,1.4
2015-12-05,Speicherkraft,54.3
2015-12-05,Thermische,10.3
2015-12-05,Wind,0.1
2015-12-06,Flusskraft,27.2
2015-12-06,Kernkraft,62.2
2015-12-06,Photovoltaik,1.3
2015-12-06,Speicherkraft,34.9
2015-12-06,Thermische,10.3
2015-12-06,Wind,0.2
2015-12-07,Flusskraft,29.3
2015-12-07,Kernkraft,62.2
2015-12-07,Photovoltaik,1.4
2015-12-07,Speicherkraft,66.1
2015-12-07,Thermische,10.3
2015-12-07,Wind,0.1
2015-12-08,Flusskraft,28.1
2015-12-08,Kernkraft,62.3
2015-12-08,Photovoltaik,1.3
2015-12-08,Speicherkraft,49.8
2015-12-08,Thermische,10.3
2015-12-08,Wind,0.1
2015-12-09,Flusskraft,32.7
2015-12-09,Kernkraft,62.2
2015-12-09,Photovoltaik,0.7
2015-12-09,Speicherkraft,99.1
2015-12-09,Thermische,10.3
2015-12-09,Wind,0.1
2015-12-10,Flusskraft,32.1
2015-12-10,Kernkraft,61.7
2015-12-10,Photovoltaik,1.5
2015-12-10,Speicherkraft,84.8
2015-12-10,Thermische,10.3
2015-12-10,Wind,0.1
2015-12-11,Flusskraft,30.6
2015-12-11,Kernkraft,62.3
2015-12-11,Photovoltaik,1.3
2015-12-11,Speicherkraft,81.0
2015-12-11,Thermische,10.3
2015-12-11,Wind,0.2
2015-12-12,Flusskraft,26.4
2015-12-12,Kernkraft,62.4
2015-12-12,Photovoltaik,1.4
2015-12-12,Speicherkraft,48.9
2015-12-12,Thermische,10.3
2015-12-12,Wind,0.1
2015-12-13,Flusskraft,24.2
2015-12-13,Kernkraft,62.4
2015-12-13,Photovoltaik,1.1
2015-12-13,Speicherkraft,39.9
2015-12-13,Thermische,10.3
2015-12-13,Wind,0.1
2015-12-14,Flusskraft,26.5
2015-12-14,Kernkraft,62.4
2015-12-14,Photovoltaik,1.3
2015-12-14,Speicherkraft,77.5
2015-12-14,Thermische,10.3
2015-12-14,Wind,0.1
2015-12-15,Flusskraft,28.7
2015-12-15,Kernkraft,62.5
2015-12-15,Photovoltaik,1.0
2015-12-15,Speicherkraft,82.4
2015-12-15,Thermische,10.3
2015-12-15,Wind,0.1
2015-12-16,Flusskraft,30.0
2015-12-16,Kernkraft,62.2
2015-12-16,Photovoltaik,0.6
2015-12-16,Speicherkraft,78.3
2015-12-16,Thermische,10.3
2015-12-16,Wind,0.2
2015-12-17,Flusskraft,28.4
2015-12-17,Kernkraft,62.1
2015-12-17,Photovoltaik,1.2
2015-12-17,Speicherkraft,66.5
2015-12-17,Thermische,10.3
2015-12-17,Wind,0.1
2015-12-18,Flusskraft,28.3
2015-12-18,Kernkraft,57.5
2015-12-18,Photovoltaik,0.9
2015-12-18,Speicherkraft,55.8
2015-12-18,Thermische,10.3
2015-12-18,Wind,0.1
2015-12-19,Flusskraft,25.1
2015-12-19,Kernkraft,58.5
2015-12-19,Photovoltaik,1.3
2015-12-19,Speicherkraft,33.0
2015-12-19,Thermische,10.3
2015-12-19,Wind,0.1
2015-12-20,Flusskraft,23.1
2015-12-20,Kernkraft,61.8
2015-12-20,Photovoltaik,1.3
2015-12-20,Speicherkraft,27.6
2015-12-20,Thermische,10.3
2015-12-20,Wind,0.2
2015-12-21,Flusskraft,23.3
2015-12-21,Kernkraft,62.0
2015-12-21,Photovoltaik,0.3
2015-12-21,Speicherkraft,43.5
2015-12-21,Thermische,10.3
2015-12-21,Wind,0.3
2015-12-22,Flusskraft,23.0
2015-12-22,Kernkraft,62.1
2015-12-22,Photovoltaik,1.2
2015-12-22,Speicherkraft,38.5
2015-12-22,Thermische,10.3
2015-12-22,Wind,0.2
2015-12-23,Flusskraft,22.5
2015-12-23,Kernkraft,63.4
2015-12-23,Photovoltaik,1.1
2015-12-23,Speicherkraft,37.3
2015-12-23,Thermische,10.3
2015-12-23,Wind,0.2
2015-12-24,Flusskraft,20.8
2015-12-24,Kernkraft,70.2
2015-12-24,Photovoltaik,1.2
2015-12-24,Speicherkraft,25.2
2015-12-24,Thermische,10.3
2015-12-24,Wind,0.2
2015-12-25,Flusskraft,19.3
2015-12-25,Kernkraft,70.1
2015-12-25,Photovoltaik,1.4
2015-12-25,Speicherkraft,19.6
2015-12-25,Thermische,10.3
2015-12-25,Wind,0.1
2015-12-26,Flusskraft,19.1
2015-12-26,Kernkraft,70.6
2015-12-26,Photovoltaik,1.5
2015-12-26,Speicherkraft,21.2
2015-12-26,Thermische,10.3
2015-12-26,Wind,0.1
2015-12-27,Flusskraft,19.0
2015-12-27,Kernkraft,71.0
2015-12-27,Photovoltaik,1.4
2015-12-27,Speicherkraft,23.7
2015-12-27,Thermische,10.3
2015-12-27,Wind,0.1
2015-12-28,Flusskraft,18.6
2015-12-28,Kernkraft,71.3
2015-12-28,Photovoltaik,1.5
2015-12-28,Speicherkraft,30.7
2015-12-28,Thermische,10.3
2015-12-28,Wind,0.1
2015-12-29,Flusskraft,18.8
2015-12-29,Kernkraft,71.1
2015-12-29,Photovoltaik,1.3
2015-12-29,Speicherkraft,30.6
2015-12-29,Thermische,10.3
2015-12-29,Wind,0.2
2015-12-30,Flusskraft,18.2
2015-12-30,Kernkraft,71.2
2015-12-30,Photovoltaik,1.4
2015-12-30,Speicherkraft,25.6
2015-12-30,Thermische,10.3
2015-12-30,Wind,0.1
2015-12-31,Flusskraft,18.5
2015-12-31,Kernkraft,71.1
2015-12-31,Photovoltaik,0.4
2015-12-31,Speicherkraft,24.2
2015-12-31,Thermische,10.3
2015-12-31,Wind,0.1
2016-01-01,Flusskraft,18.2
2016-01-01,Kernkraft,71.0
2016-01-01,Photovoltaik,1.1
2016-01-01,Speicherkraft,19.3
2016-01-01,Thermische,10.3
2016-01-01,Wind,0.1
2016-01-02,Flusskraft,18.1
2016-01-02,Kernkraft,71.1
2016-01-02,Photovoltaik,0.3
2016-01-02,Speicherkraft,20.2
2016-01-02,Thermische,10.3
2016-01-02,Wind,0.2
2016-01-03,Flusskraft,18.9
2016-01-03,Kernkraft,71.0
2016-01-03,Photovoltaik,1.0
2016-01-03,Speicherkraft,21.0
2016-01-03,Thermische,10.3
2016-01-03,Wind,0.2
2016-01-04,Flusskraft,21.4
2016-01-04,Kernkraft,71.1
2016-01-04,Photovoltaik,0.7
2016-01-04,Speicherkraft,34.9
2016-01-04,Thermische,10.3
2016-01-04,Wind,0.3
2016-01-05,Flusskraft,22.2
2016-01-05,Kernkraft,71.0
2016-01-05,Photovoltaik,1.2
2016-01-05,Speicherkraft,46.4
2016-01-05,Thermische,10.3
2016-01-05,Wind,0.2
2016-01-06,Flusskraft,20.6
2016-01-06,Kernkraft,71.1
2016-01-06,Photovoltaik,0.9
2016-01-06,Speicherkraft,34.9
2016-01-06,Thermische,10.3
2016-01-06,Wind,0.2
2016-01-07,Flusskraft,22.7
2016-01-07,Kernkraft,70.5
2016-01-07,Photovoltaik,0.4
2016-01-07,Speicherkraft,50.1
2016-01-07,Thermische,10.3
2016-01-07,Wind,0.3
2016-01-08,Flusskraft,26.8
2016-01-08,Kernkraft,71.0
2016-01-08,Photovoltaik,0.6
2016-01-08,Speicherkraft,52.2
2016-01-08,Thermische,10.3
2016-01-08,Wind,0.1
2016-01-09,Flusskraft,37.3
2016-01-09,Kernkraft,71.0
2016-01-09,Photovoltaik,0.4
2016-01-09,Speicherkraft,20.4
2016-01-09,Thermische,10.3
2016-01-09,Wind,0.1
2016-01-10,Flusskraft,37.4
2016-01-10,Kernkraft,71.0
2016-01-10,Photovoltaik,0.5
2016-01-10,Speicherkraft,17.5
2016-01-10,Thermische,10.3
2016-01-10,Wind,0.3
2016-01-11,Flusskraft,44.3
2016-01-11,Kernkraft,70.9
2016-01-11,Photovoltaik,0.7
2016-01-11,Speicherkraft,35.8
2016-01-11,Thermische,10.3
2016-01-11,Wind,0.3
2016-01-12,Flusskraft,38.8
2016-01-12,Kernkraft,70.9
2016-01-12,Photovoltaik,0.7
2016-01-12,Speicherkraft,42.4
2016-01-12,Thermische,10.3
2016-01-12,Wind,0.4
2016-01-13,Flusskraft,35.1
2016-01-13,Kernkraft,71.0
2016-01-13,Photovoltaik,0.8
2016-01-13,Speicherkraft,45.3
2016-01-13,Thermische,10.3
2016-01-13,Wind,0.4
2016-01-14,Flusskraft,34.9
2016-01-14,Kernkraft,71.2
2016-01-14,Photovoltaik,0.7
2016-01-14,Speicherkraft,55.1
2016-01-14,Thermische,10.3
2016-01-14,Wind,0.2
2016-01-15,Flusskraft,31.2
2016-01-15,Kernkraft,71.2
2016-01-15,Photovoltaik,1.3
2016-01-15,Speicherkraft,49.4
2016-01-15,Thermische,10.3
2016-01-15,Wind,0.4
2016-01-16,Flusskraft,27.1
2016-01-16,Kernkraft,71.3
2016-01-16,Photovoltaik,1.1
2016-01-16,Speicherkraft,31.6
2016-01-16,Thermische,10.3
2016-01-16,Wind,0.2
2016-01-17,Flusskraft,25.2
2016-01-17,Kernkraft,71.3
2016-01-17,Photovoltaik,1.0
2016-01-17,Speicherkraft,28.1
2016-01-17,Thermische,10.3
2016-01-17,Wind,0.3
2016-01-18,Flusskraft,29.2
2016-01-18,Kernkraft,71.5
2016-01-18,Photovoltaik,1.5
2016-01-18,Speicherkraft,72.2
2016-01-18,Thermische,10.3
2016-01-18,Wind,0.1
2016-01-19,Flusskraft,32.6
2016-01-19,Kernkraft,71.5
2016-01-19,Photovoltaik,0.8
2016-01-19,Speicherkraft,80.5
2016-01-19,Thermische,10.3
2016-01-19,Wind,0.1
2016-01-20,Flusskraft,32.3
2016-01-20,Kernkraft,71.1
2016-01-20,Photovoltaik,1.0
2016-01-20,Speicherkraft,81.3
2016-01-20,Thermische,10.3
2016-01-20,Wind,0.1
2016-01-21,Flusskraft,33.7
2016-01-21,Kernkraft,71.3
2016-01-21,Photovoltaik,1.8
2016-01-21,Speicherkraft,99.2
2016-01-21,Thermische,10.3
2016-01-21,Wind,0.1
2016-01-22,Flusskraft,29.0
2016-01-22,Kernkraft,71.2
2016-01-22,Photovoltaik,1.8
2016-01-22,Speicherkraft,64.3
2016-01-22,Thermische,10.3
2016-01-22,Wind,0.1
2016-01-23,Flusskraft,25.5
2016-01-23,Kernkraft,71.1
2016-01-23,Photovoltaik,1.0
2016-01-23,Speicherkraft,36.5
2016-01-23,Thermische,10.3
2016-01-23,Wind,0.2
2016-01-24,Flusskraft,23.5
2016-01-24,Kernkraft,71.3
2016-01-24,Photovoltaik,1.3
2016-01-24,Speicherkraft,26.6
2016-01-24,Thermische,10.3
2016-01-24,Wind,0.1
2016-01-25,Flusskraft,23.9
2016-01-25,Kernkraft,71.3
2016-01-25,Photovoltaik,2.0
2016-01-25,Speicherkraft,49.8
2016-01-25,Thermische,10.3
2016-01-25,Wind,0.1
2016-01-26,Flusskraft,24.9
2016-01-26,Kernkraft,71.0
2016-01-26,Photovoltaik,1.7
2016-01-26,Speicherkraft,53.5
2016-01-26,Thermische,10.3
2016-01-26,Wind,0.2
2016-01-27,Flusskraft,26.2
2016-01-27,Kernkraft,70.9
2016-01-27,Photovoltaik,1.5
2016-01-27,Speicherkraft,63.9
2016-01-27,Thermische,10.3
2016-01-27,Wind,0.2
2016-01-28,Flusskraft,25.3
2016-01-28,Kernkraft,70.8
2016-01-28,Photovoltaik,1.1
2016-01-28,Speicherkraft,60.4
2016-01-28,Thermische,10.3
2016-01-28,Wind,0.2
2016-01-29,Flusskraft,25.5
2016-01-29,Kernkraft,70.7
2016-01-29,Photovoltaik,1.1
2016-01-29,Speicherkraft,58.4
2016-01-29,Thermische,10.3
2016-01-29,Wind,0.1
2017-03-15,Flusskraft,35.7
2017-03-15,Kernkraft,68.9
2017-03-15,Photovoltaik,4.9
2017-03-15,Speicherkraft,45.1
2017-03-15,Thermische,10.8
2017-03-15,Wind,0.2
2017-03-16,Flusskraft,33.9
2017-03-16,Kernkraft,68.8
2017-03-16,Photovoltaik,5.8
2017-03-16,Speicherkraft,41.4
2017-03-16,Thermische,10.8
2017-03-16,Wind,0.1
2017-03-17,Flusskraft,34.9
2017-03-17,Kernkraft,68.7
2017-03-17,Photovoltaik,5.2
2017-03-17,Speicherkraft,40.5
2017-03-17,Thermische,10.8
2017-03-17,Wind,0.3
2017-03-18,Flusskraft,36.6
2017-03-18,Kernkraft,68.8
2017-03-18,Photovoltaik,1.3
2017-03-18,Speicherkraft,21.5
2017-03-18,Thermische,10.8
2017-03-18,Wind,0.5
2017-03-19,Flusskraft,40.4
2017-03-19,Kernkraft,68.7
2017-03-19,Photovoltaik,2.5
2017-03-19,Speicherkraft,19.5
2017-03-19,Thermische,10.8
2017-03-19,Wind,0.3
2017-03-20,Flusskraft,39.5
2017-03-20,Kernkraft,68.7
2017-03-20,Photovoltaik,3.7
2017-03-20,Speicherkraft,50.7
2017-03-20,Thermische,10.8
2017-03-20,Wind,0.1
2017-03-21,Flusskraft,43.0
2017-03-21,Kernkraft,68.8
2017-03-21,Photovoltaik,2.4
2017-03-21,Speicherkraft,75.2
2017-03-21,Thermische,10.8
2017-03-21,Wind,0.2
2017-03-22,Flusskraft,54.4
2017-03-22,Kernkraft,68.9
2017-03-22,Photovoltaik,2.1
2017-03-22,Speicherkraft,43.3
2017-03-22,Thermische,10.8
2017-03-22,Wind,0.1
2017-03-23,Flusskraft,58.6
2017-03-23,Kernkraft,68.8
2017-03-23,Photovoltaik,4.6
2017-03-23,Speicherkraft,44.6
2017-03-23,Thermische,10.8
2017-03-23,Wind,0.2
2017-03-24,Flusskraft,45.4
2017-03-24,Kernkraft,68.7
2017-03-24,Photovoltaik,2.9
2017-03-24,Speicherkraft,58.2
